Rank	Word	Frequency	Frequency per million	Zipf value
584	posat	460	134.2314	5.1279
584	tracta	460	134.2314	5.1279
585	tingui	458	133.6477	5.126
586	prova	456	133.0641	5.1241
587	dóna'm	455	132.7723	5.1231
587	troba	455	132.7723	5.1231
588	informació	453	132.1887	5.1212
589	correcte	452	131.8969	5.1202
590	l'últim	451	131.6051	5.1193
591	voldria	450	131.3133	5.1183
592	broma	449	131.0215	5.1173
593	para	448	130.7297	5.1164
594	aniré	446	130.1461	5.1144
594	ragnar	446	130.1461	5.1144
595	acaba	443	129.2706	5.1115
596	guanyar	442	128.9788	5.1105
596	viatge	442	128.9788	5.1105
597	baix	441	128.687	5.1095
597	carrer	441	128.687	5.1095
598	au	440	128.3952	5.1085
599	jack	439	128.1034	5.1076
600	perdona	437	127.5198	5.1056
601	comandant	436	127.228	5.1046
601	companyia	436	127.228	5.1046
601	dolent	436	127.228	5.1046
602	bones	432	126.0608	5.1006
602	llei	432	126.0608	5.1006
602	walter	432	126.0608	5.1006
603	gana	431	125.7689	5.0996
604	maleït	430	125.4771	5.0986
605	especial	428	124.8935	5.0965
605	significa	428	124.8935	5.0965
605	torni	428	124.8935	5.0965
606	s'està	427	124.6017	5.0955
606	veiem	427	124.6017	5.0955
607	mar	426	124.3099	5.0945
607	pagar	426	124.3099	5.0945
607	sala	426	124.3099	5.0945
608	estimat	425	124.0181	5.0935
608	mary	425	124.0181	5.0935
609	consell	424	123.7263	5.0925
609	quantes	424	123.7263	5.0925
610	classe	423	123.4345	5.0914
611	demanat	422	123.1427	5.0904
611	sona	422	123.1427	5.0904
612	saben	421	122.8509	5.0894
612	suposa	421	122.8509	5.0894
613	ordre	420	122.5591	5.0883
614	boca	418	121.9755	5.0863
614	tranquil	418	121.9755	5.0863
615	milions	416	121.3918	5.0842
615	tornaré	416	121.3918	5.0842
616	entesos	414	120.8082	5.0821
617	conegut	413	120.5164	5.081
618	sherlock	411	119.9328	5.0789
619	error	408	119.0574	5.0758
619	oliver	408	119.0574	5.0758
619	prometo	408	119.0574	5.0758
620	agent	407	118.7656	5.0747
620	grup	407	118.7656	5.0747
620	real	407	118.7656	5.0747
621	dóna	406	118.4738	5.0736
622	entens	405	118.182	5.0726
623	almenys	403	117.5983	5.0704
623	falta	403	117.5983	5.0704
623	n'he	403	117.5983	5.0704
624	enviar	402	117.3065	5.0693
625	dolor	401	117.0147	5.0682
625	sistema	401	117.0147	5.0682
626	armes	400	116.7229	5.0672
626	bill	400	116.7229	5.0672
626	bonic	400	116.7229	5.0672
