Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1034	کوره	805	12.6441	4.1019	k oː ɾ a  |  k uː ɾ e  |  k ɵː ɾ a
1035	پانزده	799	12.5498	4.0986	p uː n z d æ h  |  p ɑː n z d a h  |  p ɒː n z d a h  |  p ɒː n z d æ h  |  p ɔː n z d a h
1036	آمار	798	12.5341	4.0981	ɑː m ɑː ɾ  |  ɒː m ɒː ɾ  |  ɔː m ɔː ɾ
1036	جایزه	798	12.5341	4.0981	d͡ʒ ɑː j i z a  |  d͡ʒ ɒː j e z e  |  d͡ʒ ɒː j ɪ z a  |  d͡ʒ ɔː j i z a
1036	داماد	798	12.5341	4.0981	d uː m ɒː d  |  d ɑː m ɑː d  |  d ɒː m ɒː d  |  d ɔː m ɔː d
1036	کیر	798	12.5341	4.0981	k e ɾ  |  k eː ɾ  |  k iː ɾ
1037	آهسته	797	12.5184	4.0975	ɑː h i s t a  |  ɒː h e s t e  |  ɒː h ɪ s t a  |  ɔː h i s t a
1038	غارت	796	12.5027	4.097	ɢ ɒː ɾ æ t  |  ɣ ɑː ɾ a t  |  ɣ ɒː ɾ a t  |  ɣ ɔː ɾ a t
1039	افغانستان	795	12.487	4.0965	a f ɣ ɑː n i s t ɑː n  |  a f ɣ ɒː n ɪ s t ɒː n  |  a f ɣ ɔː n i s t ɔː n  |  æ f ɢ ɒː n e s t ɒː n
1040	لهجه	793	12.4556	4.0954	l a h d͡ʒ a  |  l æ h d͡ʒ e
1040	نقاشی	793	12.4556	4.0954	n a q q ɑː ʃ iː  |  n a q q ɒː ʃ iː  |  n a q q ɔː ʃ iː  |  n æ ɢ ɢ ɒː ʃ iː
1041	ماهر	790	12.4085	4.0937	m ɑː h i ɾ  |  m ɒː h e ɾ  |  m ɒː h ɪ ɾ  |  m ɔː h i ɾ
1042	بخار	789	12.3928	4.0932	b o x ɒː ɾ  |  b u x ɑː ɾ  |  b u x ɔː ɾ  |  b ʊ x ɒː ɾ
1043	زمستان	786	12.3456	4.0915	z e m e s t ɒː n  |  z i m i s t ɑː n  |  z i m i s t ɔː n  |  z ɪ m ɪ s t ɒː n
1044	زهر	785	12.3299	4.091	z a h ɾ  |  z æ h ɾ
1045	کنجکاو	782	12.2828	4.0893	k o n d͡ʒ k ɒː v  |  k u n d͡ʒ k ɑː w  |  k u n d͡ʒ k ɔː v  |  k ʊ n d͡ʒ k ɒː w
1046	تولید	781	12.2671	4.0887	t a v l i d  |  t a w l iː d  |  t o w l iː d
1047	کمان	776	12.1886	4.086	k a m ɑː n  |  k a m ɒː n  |  k a m ɔː n  |  k æ m ɒː n
1048	ایالت	773	12.1414	4.0843	i j ɑː l a t  |  i j ɒː l a t  |  i j ɒː l æ t  |  i j ɔː l a t
1049	سپاه	770	12.0943	4.0826	s e p ɒː h
1050	سخنرانی	768	12.0629	4.0815	s o x æ n ɾ ɒː n iː  |  s u x a n ɾ ɑː n iː  |  s u x a n ɾ ɔː n iː  |  s ʊ x a n ɾ ɒː n iː
1050	عالم	768	12.0629	4.0815	ɑː l a m  |  ɑː l i m  |  ɒː l a m  |  ɒː l e m  |  ɒː l æ m  |  ɒː l ɪ m  |  ɔː l a m  |  ɔː l i m
1050	فحش	768	12.0629	4.0815	f o h ʃ  |  f u h ʃ  |  f ɵː h ʃ  |  f ʊ h ʃ
1051	بیل	766	12.0315	4.0803	b e l  |  b eː l  |  b iː l
1052	عمیق	765	12.0158	4.0798	a m iː q  |  e m iː ɢ  |  ʔ a m i q  |  ʔ a m iː q  |  ʔ æ m iː ɢ
1053	پاکستان	763	11.9844	4.0786	p ɑː k i s t ɑː n  |  p ɒː k e s t ɒː n  |  p ɒː k ɪ s t ɒː n  |  p ɔː k i s t ɔː n
1054	بز	762	11.9687	4.078	b o z  |  b u z  |  b ʊ z
1055	بشقاب	761	11.953	4.0775	b o ʃ ɢ ɒː b  |  b u ʃ q ɑː b  |  b u ʃ q ɔː b  |  b ʊ ʃ q ɒː b
1055	چو	761	11.953	4.0775	t ʃ o w  |  t ʃ uː
