Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1656	nedostatečně	395	0.6182	2.7911	n ɛ d ɔ s t a t ɛ t ʃ ɲ ɛ
1657	turistka	391	0.6119	2.7867	t u r ɪ s t k a
1657	zhebnout	391	0.6119	2.7867	z ɦ e b n ɔ ʊ̯ t
1658	svítil	390	0.6103	2.7855	s v iː c ɪ l
1659	dehet	389	0.6088	2.7845	d ɛ ɦ ɛ t
1660	formách	387	0.6056	2.7822	f o r m aː x
1661	celnice	385	0.6025	2.78	t͡s ɛ l ɲ ɪ t͡s ɛ
1662	hoboj	384	0.6009	2.7788	ɦ ɔ b ɔ j
1662	jahoda	384	0.6009	2.7788	j a ɦ o d a
1663	dražba	383	0.5994	2.7777	d r a ʒ b a
1663	koze	383	0.5994	2.7777	k o z ɛ
1663	němčina	383	0.5994	2.7777	ɲ ɛ m t͡ʃ ɪ n a
1664	raft	382	0.5978	2.7766	r a f t
1665	davidův	381	0.5963	2.7755	d a v ɪ d uː f
1665	zázvor	381	0.5963	2.7755	z aː z v o ɾ
1666	pilný	378	0.5916	2.772	p ɪ l n iː
1667	robem	376	0.5884	2.7697	r o b ɛ m
1668	houbami	375	0.5869	2.7686	ɦ o ʊ̯ b a m ɪ
1668	robovi	375	0.5869	2.7686	r o b o v ɪ
1668	trója	375	0.5869	2.7686	t r oː j a
1669	telegraf	374	0.5853	2.7674	t ɛ l ɛ ɡ r a f
1670	loviště	373	0.5837	2.7662	l ɔ v ɪ ʃ c ɛ
1671	hrtan	369	0.5775	2.7616	ɦ r̩ t a n
1672	bábovka	368	0.5759	2.7603	b aː b o v k a
1673	vynadat	367	0.5743	2.7591	v ɪ n a d a t
1674	gejzír	366	0.5728	2.758	ɡ ɛ j z iː r
1674	řepa	366	0.5728	2.758	r̝ ɛ p a
1675	houbou	365	0.5712	2.7568	ɦ o ʊ̯ b o ʊ̯
1676	jeleni	363	0.5681	2.7544	j ɛ l ɛ ɲ ɪ
1677	nerozhodný	359	0.5618	2.7496	n ɛ r o z ɦ o d n iː
1677	řečiště	359	0.5618	2.7496	r̝ ɛ t͡ʃ ɪ ʃ c ɛ
1678	eliška	358	0.5603	2.7484	ɛ l ɪ ʃ k a
1679	tahák	355	0.5556	2.7448	t a ɦ aː k
1680	katedra	353	0.5524	2.7423	k a t ɛ d r a
1681	beruška	352	0.5509	2.7411	b ɛ r ʊ ʃ k a
1682	květák	348	0.5446	2.7361	k v j ɛ t aː k
1683	háj	347	0.543	2.7348	ɦ aː j
1683	šerm	347	0.543	2.7348	ʃ ɛ r m
1684	oznamovat	346	0.5415	2.7336	o z n a m o v a t
1685	těžiště	345	0.5399	2.7323	c ɛ ʒ ɪ ʃ c ɛ
1686	zmrznout	344	0.5383	2.731	z m r̩ z n ɔ ʊ̯ t
1687	čekárna	343	0.5368	2.7298	t͡ʃ ɛ k aː r n a
1687	šalvěj	343	0.5368	2.7298	ʃ a l v j ɛ j
1688	byteček	341	0.5337	2.7273	b ɪ t ɛ t͡ʃ ɛ k
1688	hoření	341	0.5337	2.7273	ɦ ɔ r̝ ɛ ɲ iː
1689	knedlík	340	0.5321	2.726	k n ɛ d l iː k
1690	automobilový	339	0.5305	2.7247	a u̯ t o m o b ɪ l o v iː
1691	cukrárna	336	0.5258	2.7208	t͡s u k r aː r n a
1692	edém	330	0.5164	2.713	ɛ d ɛː m
1692	trsátko	330	0.5164	2.713	t r̩ s aː t k o
1693	nika	329	0.5149	2.7117	n ɪ k a
1693	stolech	329	0.5149	2.7117	s t o l ɛ x
1693	vítězit	329	0.5149	2.7117	v iː c ɛ z ɪ t
1694	hup	328	0.5133	2.7104	ɦ u p
1694	klenotník	328	0.5133	2.7104	k l ɛ n ɔ t ɲ iː k
